Url,ClaimId,ViolationCode,ViolationMessage
https://www.vattenfall.nl//grootzakelijk/groen-gas/,688E083896415F65,GreenGas,"[EmissionsClarification] [EmissionsClarification] The claim 'Verduurzaam uw bedrijf met groen gas' does not clarify that green gas still causes CO₂ emissions. It also does not use neutrality wording, but it lacks the required explicit statement about continued emissions. Therefore, it is non-compliant with the requirement to clarify that green gas is not CO₂-neutral and still causes emissions. [EmissionsClarificationPage] [EmissionsClarificationPage] The claim 'Verduurzaam uw bedrijf met groen gas' suggests that using green gas makes a company more sustainable, but does not clarify that CO₂ emissions still occur when burning green gas. In the broader context, there are statements such as 'De CO₂ die met groen gas wordt uitgestoten, is eerder door de gebruikte biogrondstoffen uit de lucht opgenomen. Er komt dus geen extra CO₂ in omloop.' This explains that CO₂ is still emitted, but it is biogenic and not 'extra.' However, there is no explicit, clear statement that burning green gas still results in CO₂ emissions, only that it does not add extra CO₂ to the atmosphere. The context does not contain a direct clarification such as 'er komt nog steeds CO₂ vrij bij het gebruik van groen gas.' Therefore, the claim remains non-compliant."
https://www.vattenfall.nl//grootzakelijk/groen-gas/,6CBE999076C11FBA,GreenGas,"[GreenComposition] [GreenComposition] De claim noemt 'groen gas' als duurzaam alternatief, maar in de zin zelf wordt niet uitgelegd waaruit groen gas bestaat of wat de bron is. Volgens de instructie moet bij het gebruik van de term 'groen gas' direct worden toegelicht wat de samenstelling of herkomst is. Hoewel de context elders in de tekst deze uitleg wel biedt, ontbreekt deze informatie in de claim zelf."
https://www.vattenfall.nl//grootzakelijk/groen-gas/,6CBE999076C11FBA,GreenGas,"[CertificationVertiCer] The claim 'Groen gas is zo'n duurzaam alternatief' and the provided context do not mention VertiCer, VertiCer certification, GvO(s), or Guarantees of Origin related to green gas. Therefore, the certification explanation requirement is not met. [CertificationVertiCerPage] De claim noemt groen gas als een duurzaam alternatief, maar in de volledige context wordt nergens uitgelegd dat het groen gas gecertificeerd is met Garanties van Oorsprong (GvOs) of dat VertiCer als certificerende instantie wordt genoemd. Er wordt wel gesproken over de herkomst van groen gas en de voordelen, maar er ontbreekt een expliciete verwijzing naar certificering of GvOs, wat vereist is voor compliance."
https://www.vattenfall.nl//grootzakelijk/groen-gas/,D990CE4A30C34823,GreenGas,"[CertificationVertiCer] The claim and related/contextual text explain the origin and environmental benefits of green gas, but nowhere is there a mention of certification via Guarantees of Origin (GvOs) from VertiCer. The requirement is that communications about green gas must explain that it is certified via GvOs from VertiCer. This explanation is missing, so the claim is non-compliant. [CertificationVertiCerPage] De claim en de bredere context vermelden nergens VertiCer of een uitleg over Garanties van Oorsprong (GvOs) als certificering voor groen gas. Er wordt wel uitgelegd hoe groen gas wordt geproduceerd en waarom het minder CO2-uitstoot veroorzaakt, maar er is geen bewijs dat het geleverde groen gas gecertificeerd is via VertiCer of GvOs. Dit is vereist voor compliance."
https://www.vattenfall.nl//grootzakelijk/groen-gas/,D990CE4A30C34823,GreenGas,"[EmissionsClarification] [EmissionsClarification] De claim noemt groen gas een duurzamer alternatief en vermijdt CO₂-neutraliteitstaal, maar de gerelateerde tekst suggereert dat er 'geen extra CO₂ in omloop komt', wat kan worden opgevat als CO₂-neutraliteit. Er wordt niet expliciet vermeld dat er nog steeds CO₂ wordt uitgestoten bij het gebruik van groen gas. Dit voldoet niet aan de eis dat communicatie duidelijk moet maken dat er nog steeds CO₂-emissies zijn. [EmissionsClarificationPage] [EmissionsClarificationPage] Nowhere in the broader context is het expliciet vermeld dat bij het gebruik of verbranden van groen gas nog steeds CO₂ vrijkomt. De tekst stelt herhaaldelijk dat er 'geen extra CO₂ in omloop komt' en dat de uitgestoten CO₂ eerder uit de lucht is opgenomen, maar het wordt nergens duidelijk gemaakt dat er bij verbranding van groen gas daadwerkelijk CO₂ wordt uitgestoten. Ook ontbreekt een zin die het verschil tussen vermindering en eliminatie van uitstoot uitlegt, of die stelt dat groen gas niet volledig CO₂-neutraal is in absolute zin."
https://www.vattenfall.nl//grootzakelijk/groen-gas/,E83A6883097FEDB1,GreenGas,"[CertificationVertiCer] The claim discusses Vattenfall's active contribution to increasing the supply of green gas and its partnership with Renewi, as well as the addition of green gas to the gas network. However, neither the claim text nor the provided context mentions certification via Guarantees of Origin (GvOs) from VertiCer, nor does it explain how the green gas is certified. This is required for compliance. [CertificationVertiCerPage] The broader context does not mention VertiCer or provide an explanation of Guarantees of Origin (GvO/GvOs) related to green gas certification. There is no evidence anywhere in the provided context that ties green gas to certified origin via VertiCer or GvOs. Therefore, the claim is non-compliant with the certification evidence requirement."
https://www.vattenfall.nl//grootzakelijk/groen-gas/,5FAF235C487DBECE,GreenGas,"[CertificationVertiCer] The claim explains the CO2 cycle of green gas but does not mention that the green gas is certified via Guarantees of Origin (GvOs) from VertiCer. The provided context also lacks any reference to VertiCer or GvO certification for green gas. Therefore, the claim is non-compliant with the requirement to explain certification. [CertificationVertiCerPage] In the provided context, there is no mention of VertiCer or an explanation of Guarantees of Origin (GvO/GvOs) related to green gas certification. The claim discusses the CO2 cycle and the sustainability of green gas, but does not reference certification or the origin guarantee system. Therefore, the claim is non-compliant according to the certification evidence rule."
https://www.vattenfall.nl//grootzakelijk/groen-gas/,5FAF235C487DBECE,GreenGas,"[EmissionsClarification] [EmissionsClarification] The claim states that the CO₂ emitted by green gas was previously absorbed by the biogenic feedstocks and that no 'extra' CO₂ is released. However, it does not explicitly clarify that burning green gas still results in CO₂ emissions. This could mislead consumers into thinking there are no emissions, which is not compliant with the requirement to clarify that green gas is not CO₂-neutral. [EmissionsClarificationPage] [EmissionsClarificationPage] The claim states: 'De CO2 die met groen gas wordt uitgestoten, is eerder door de gebruikte biogrondstoffen uit de lucht opgenomen. Er komt dus geen extra CO2 in omloop.' Nowhere in the broader context is it explicitly clarified that burning or using green gas still results in CO2 emissions. The text repeatedly emphasizes that there is 'geen extra CO2' or that green gas is a 'duurzaam alternatief', but does not state that there is wel degelijk CO2-uitstoot bij verbranding/gebruik van groen gas. There is also no sentence distinguishing reduction from elimination, nor a phrase like 'er komt nog steeds CO2 vrij'. Therefore, the required clarification is missing."
https://www.vattenfall.nl//grootzakelijk/groen-gas/,0954F5435707037A,GreenGas,"[EmissionsClarification] [EmissionsClarification] The claim describes green gas as a 'duurzaam alternatief' (sustainable alternative) for natural gas but does not clarify that green gas still causes CO₂ emissions. It also does not explicitly avoid neutrality wording, as 'duurzaam alternatief' could be interpreted as implying a stronger environmental benefit than is accurate without further clarification. [EmissionsClarificationPage] [EmissionsClarificationPage] The claim text does not clarify that CO₂ emissions still occur when using/burning green gas. In the broader context, there are several passages explaining that green gas emits CO₂ when burned, but that this CO₂ was previously absorbed by the biogenic feedstocks (""De CO₂ die met groen gas wordt uitgestoten, is eerder door de gebruikte biogrondstoffen uit de lucht opgenomen. Er komt dus geen extra CO₂ in omloop.""). However, the specific claim about Vattenfall's participation in the ReFerm consortium and the description of green gas as a 'duurzaam alternatief' do not themselves clarify that burning green gas still results in CO₂ emissions. Since the context does contain the necessary clarification elsewhere, the overall page is compliant, but the claim as a standalone statement is not fully clear for readers who only see this excerpt."
https://www.vattenfall.nl//grootzakelijk/groen-gas/,287330EB86F54245,GreenGas,"[CertificationVertiCer] The claim discusses the ambitions of the Dutch Climate Agreement to reduce CO2 emissions and accelerate the transition to a sustainable energy supply, including the search for sustainable gas alternatives such as green gas. However, neither the claim text nor the provided context explains that green gas is certified via Guarantees of Origin (GvOs) from VertiCer. This certification explanation is required for compliance. [CertificationVertiCerPage] De claim noemt groen gas als een duurzaam alternatief, maar nergens in de context wordt uitgelegd dat het groen gas gecertificeerd is met Garanties van Oorsprong (GvOs) of dat VertiCer wordt genoemd als certificerende instantie. Er is geen expliciete uitleg over de certificering van de herkomst van het groen gas, wat vereist is voor compliance."
